FID,TRP,TRP_X,TRP_Y,x,y,version,entry_id,timestamp,reader_ini,surveyor_n,volume,page,year,state,hubtack_co,baseline,meridian,township,townshipdi,rangenum,rangedir,sectiona,sectionb,interiorse,interiordi,refcorner,traveldir,secondpass,chains,typecorner,cornerid,species,speciescod,verbatim,L1_tree1,L3_tree1,diameter,bearing,degrees,bearingdir,chainstree,species2,speciesc_1,verbatim2,L1_tree2,L3_tree2,diameter2,bearing2,degrees2,bearingd_1,chainstr_1,species3,speciesc_2,verbatim3,L1_tree3,L3_tree3,diameter3,bearing3,degrees3,bearingd_2,chainstr_2,species4,speciesc_3,verbatim4,L1_tree4,L3_tree4,diameter4,bearing4,degrees4,bearingd_3,chainstr_3,ecotype,ecotypenot,ecotype2,ecotypen_1,ecotype3,ecotypen_2,water,nodata,notree,feature,featurenot,timbernote,understory,landnotes,landnotesv,generalnot,recheck,reason,fixed,X_UTM,Y_UTM
47,33N3W2,-3.033333333330000,33.000000000000000,705128.180399999950000,528830.553399999980000,1.5-1,603756, ,kbauer3,Jeremiah Smith,999,441,1835,IN,LaPorte,2,2,33,N,3,W,28,33,0, ,400200,W,Y,39.899999999999999,(1/4) Section,340200, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , ,Water, ,yes,Post,set post in mud 7 feet long and left 6 inches out, , , , , , , , ,519613.422272000000000,4569163.092899999600000
48,33N3W2,-3.033333333330000,33.000000000000000,705185.772400000020000,530425.541899999950000,1.5-1,603766, ,kbauer3,Jeremiah Smith,999,441,1835,IN,LaPorte,2,2,33,N,3,W,21,28,0, ,400300,W,N,39.899999999999999,(1/4) Section,340300, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA,M,set post in marsh, , , , ,Water, ,yes, , , , , , , , , , ,519596.899297000030000,4570759.872790000400000
49,33N3W2,-3.033333333330000,33.000000000000000,705289.680799999970000,533663.151900000060000,1.5-1,603786, ,kbauer3,Jeremiah Smith,999,441,1834,IN,LaPorte,2,2,33,N,3,W,9,16,0, ,400500,W,Y,40.359999999999999,(1/4) Section,340500, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , ,Water, ,yes,Post,set post in ice, , , , , , , , ,519550.390042999990000,4574000.430879999900000
50,33N3W2,-3.033333333330000,33.000000000000000,705363.880200000010000,535272.298100000010000,1.5-1,603792, ,kbauer3,Jeremiah Smith,999,442,1834,IN,LaPorte,2,2,33,N,3,W,4,9,0, ,400600,W,Y,40.170000000000002,(1/4) Section,340600, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA,M,post in marsh, , , , ,Water, ,yes, , , , , , , , , , ,519549.774021000020000,4575612.048259999600000
51,33N3W2,-3.033333333330000,33.000000000000000,706015.920200000050000,531201.504800000000000,1.5-1,603721, ,kbauer3,Jeremiah Smith,999,439,1834,IN,LaPorte,2,2,33,N,3,W,21,22,0, ,400300,N,N,40.000000000000000,(1/4) Section,400340, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA,SL,in slough, , , , ,Water, ,yes, , , , , ,"as far north as we cab go. June 1,1834", , , , ,520389.084788999990000,4571573.957949999700000
52,33N3W2,-3.033333333330000,33.000000000000000,706130.965899999950000,534424.239999999990000,1.5-1,603737, ,kbauer3,Jeremiah Smith,999,440,1834,IN,LaPorte,2,2,33,N,3,W,9,10,0, ,400600,S,N,40.000000000000000,(1/4) Section,400540, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , ,Water, ,yes,Post,set post in ice, , , , , , , , ,520354.402691000020000,4574800.140990000200000
53,33N3W2,-3.033333333330000,33.000000000000000,706214.824900000010000,536032.993299999970000,1.5-1,603746, ,kbauer3,Jeremiah Smith,999,440,1834,IN,LaPorte,2,2,33,N,3,W,3,4,0, ,400700,S,N,40.000000000000000,(1/4) Section,400640, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , ,Water, ,yes,Post,set post in ice, , , , , , , , ,520363.455372000000000,4576411.801300000400000
54,33N3W2,-3.033333333330000,33.000000000000000,706803.128099999970000,530356.301699999950000,1.5-1,603715, ,kbauer3,Jeremiah Smith,999,439,1835,IN,LaPorte,2,2,33,N,3,W,22,27,0, ,500300,W,Y,39.840000000000003,(1/4) Section,440300, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , ,Water, ,yes,Post,too wet for mound, , , , , , , , ,521213.612188000000000,4570765.793689999700000
55,33N3W2,-3.033333333330000,33.000000000000000,706987.258999999960000,535194.357899999940000,1.5-1,603742, ,kbauer3,Jeremiah Smith,999,440,1834,IN,LaPorte,2,2,33,N,3,W,3,10,0, ,400600,E,N,40.000000000000000,(1/4) Section,440600, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , ,Water, ,yes,Post,set post in ice, , , , , , , , ,521172.983446999980000,4575609.558919999700000
56,33N3W2,-3.033333333330000,33.000000000000000,701905.892400000010000,528956.738800000050000,1.5-1,603813, ,kbauer3,Jeremiah Smith,999,443,1834,IN,LaPorte,2,2,33,N,3,W,30,31,0, ,200200,W,N,40.000000000000000,(1/4) Section,140200, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA,R,in Kankakee river, , , , ,water, ,yes, , , , , , , , , , ,516393.020444999970000,4569139.454579999700000
57,33N3W2,-3.033333333330000,33.000000000000000,702683.524600000000000,529718.356200000040000,1.5-1,603815, ,kbauer3,Jeremiah Smith,999,443,1834,IN,LaPorte,2,2,33,N,3,W,29,30,0, ,200200,N,N,13.000000000000000,(1/4) Section,200240, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA,L,"impassable border of lake, set post in deep water", , , , ,water, ,yes, , , , , , ,"date: June 3, 1834", , ,AH: made (1/4) section since impassable - no (tree) data,517133.439283000010000,4569936.802179999600000
58,33N3W2,-3.033333333330000,33.000000000000000,702711.739999999990000,530528.739999999990000,1.5-1,603826, ,kbauer3,Jeremiah Smith,999,444,1834,IN,LaPorte,2,2,33,N,3,W,19,20,0, ,200400,S,N,80.000000000000000,Section,200300, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA,R,in Kankakee river, , , , ,water, ,yes, , , , , , , , , , ,517123.978949000010000,4570748.042999999600000
59,33N3W2,-3.033333333330000,33.000000000000000,703526.566400000010000,530488.571800000030000,1.5-1,603817, ,kbauer3,Jeremiah Smith,999,443,1834,IN,LaPorte,2,2,33,N,3,W,20,29,0, ,200300,E,N,40.000000000000000,(1/4) Section,240300, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA,R,in Kankakee river, , , , ,water, ,yes, , , , , , , , , , ,517938.725475999990000,4570745.770539999900000
60,33N3W2,-3.033333333330000,33.000000000000000,704377.469999999970000,530454.359999999990000,1.5-1,603764, ,kbauer3,Jeremiah Smith,999,441,1835,IN,LaPorte,2,2,33,N,3,W,28,29,0, ,300200,N,N,80.000000000000000,Section,300300, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA,R,in Kankakee river, , , , ,water, ,yes, , , , , , , , , , ,518789.187092999990000,4570751.119970000300000
61,33N3W2,-3.033333333330000,33.000000000000000,704371.131599999960000,531283.233000000010000,1.5-1,603773, ,kbauer3,Jeremiah Smith,999,441,1834,IN,LaPorte,2,2,33,N,3,W,20,21,0, ,300400,S,N,40.000000000000000,(1/4) Section,300340, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA,R,in Kankakee river, , , , ,water, ,yes, , , , , , , , , , ,518744.411442000010000,4571579.227509999600000
62,33N3W2,-3.033333333330000,33.000000000000000,704552.540000000040000,535313.709999999960000,1.5-1,603798, ,kbauer3,Jeremiah Smith,999,442,1835,IN,LaPorte,2,2,33,N,3,W,4,5,0, ,300700,S,N,80.000000000000000,Section,300600, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA,M,in marsh, , , , ,water, ,yes, , , , , ,land dryish marsh,"date: jan 14, 1835", , , ,518738.404828000000000,4575615.738400000100000
63,33N3W2,-3.033333333330000,33.000000000000000,705234.719999999970000,532061.207999999980000,1.5-1,603777, ,kbauer3,Jeremiah Smith,999,441,1834,IN,LaPorte,2,2,33,N,3,W,16,21,0, ,300400,E,N,40.000000000000000,(1/4) Section,340400, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA,R,in Kankakee river, , , , ,water, ,yes, , , , , , , , , , ,519569.864028999990000,4572396.877589999700000
64,33N3W2,-3.033333333330000,33.000000000000000,705993.930000000050000,530392.699999999950000,1.5-1,603713, ,kbauer3,Jeremiah Smith,999,439,1835,IN,LaPorte,2,2,33,N,3,W,27,28,0, ,400200,N,N,80.000000000000000,Section,400300, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA,M,"in marsh, no mound.", , , , ,water, ,yes, , , , ,"3rd,Level,",nearly all marsh, , , , ,520404.654090999970000,4570764.589970000100000
65,33N3W2,-3.033333333330000,33.000000000000000,706037.859999999990000,532010.319999999950000,1.5-1,603722, ,kbauer3,Jeremiah Smith,999,439,1834,IN,LaPorte,2,2,33,N,3,W,21,22,0, ,400300,N,N,80.000000000000000,Section,400400, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA,R,in Kankakee river, , , , ,water, ,yes, , , , , , , , , , ,520373.464182999970000,4572383.326930000400000
66,33N3W2,-3.033333333330000,33.000000000000000,706056.496200000050000,532814.204799999950000,1.5-1,603730, ,kbauer3,Jeremiah Smith,999,440,1834,IN,LaPorte,2,2,33,N,3,W,15,16,0, ,400500,S,N,40.000000000000000,(1/4) Section,400440, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA,R,in Kankakee river, , , , ,water, ,yes, , , , , , , , , , ,520354.775873999980000,4573187.607909999800000
67,33N3W2,-3.033333333330000,33.000000000000000,706849.788999999990000,531972.771500000030000,1.5-1,603724, ,kbauer3,Jeremiah Smith,999,439,1834,IN,LaPorte,2,2,33,N,3,W,15,22,0, ,400400,E,N,40.000000000000000,(1/4) Section,440400, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA,R,in Kankakee river, , , , ,water, ,yes, , , , , , , , , , ,521185.214121999980000,4572383.508910000300000
68,33N3W2,-3.033333333330000,33.000000000000000,706975.172299999980000,533566.643300000000000,1.5-1,603734, ,kbauer3,Jeremiah Smith,999,440,1834,IN,LaPorte,2,2,33,N,3,W,10,15,0, ,400500,E,N,40.000000000000000,(1/4) Section,440500, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA,R,in Kankakee river, , , , ,water, ,yes, , , , , , , , , , ,521236.399372000010000,4573982.267199999700000
69,33N3W2,-3.033333333330000,33.000000000000000,707661.719999999970000,531935.229999999980000,1.5-1,603661, ,kbauer3,Jeremiah Smith,999,436,1834,IN,LaPorte,2,2,33,N,3,W,22,23,0, ,500300,N,N,80.000000000000000,Section,500400, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA,M,in marsh, , , , ,water, ,yes, , , , ,"Level,Marshy,", , , , , ,521996.966059000000000,4572383.690550000400000
70,33N3W2,-3.033333333330000,33.000000000000000,707686.959200000040000,532729.264599999990000,1.5-1,603671, ,kbauer3,Jeremiah Smith,999,437,1834,IN,LaPorte,2,2,33,N,3,W,14,15,0, ,500400,N,N,40.000000000000000,(1/4) Section,500440, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA,R,in Yellow River and in Kankakee River, , , , ,water, ,yes, , , , , , , , , , ,521985.335834000030000,4573178.434740000400000
71,33N3W2,-3.033333333330000,33.000000000000000,707712.199999999950000,533523.300000000050000,1.5-1,603674, ,kbauer3,Jeremiah Smith,999,437,1834,IN,LaPorte,2,2,33,N,3,W,14,15,0, ,500400,N,N,80.000000000000000,Section,500500, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA,R,in Yellow River and in Kankakee River, , , , ,water, ,yes, , , , , , , , , , ,521973.706689000010000,4573973.173019999600000
72,33N3W2,-3.033333333330000,33.000000000000000,707767.051300000050000,534340.022499999960000,1.5-1,603676, ,kbauer3,Jeremiah Smith,999,437,1834,IN,LaPorte,2,2,33,N,3,W,10,11,0, ,500500,N,N,40.000000000000000,(1/4) Section,500540, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA,R,in Kankakee river, , , , ,water, ,yes, , , , , , , , , , ,521990.566554000020000,4574791.952750000200000
73,33N3W2,-3.033333333330000,33.000000000000000,707799.300000000050000,535157.829999999960000,1.5-1,603678, ,kbauer3,Jeremiah Smith,999,437,1834,IN,LaPorte,2,2,33,N,3,W,10,11,0, ,500500,N,N,80.000000000000000,Section,500600, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA,R,in Kankakee river, , , , ,water, ,yes, , , , , , , , , , ,521984.826165999980000,4575610.760230000100000
74,33N3W2,-3.033333333330000,33.000000000000000,708474.542800000050000,531900.587100000000000,1.5-1,603668, ,kbauer3,Jeremiah Smith,999,437,1834,IN,LaPorte,2,2,33,N,3,W,14,23,0, ,500400,E,N,40.000000000000000,(1/4) Section,540400, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA,R,in expanded water of Yellow river, , , , ,water, ,yes, , , , , ,post in expanded part of yellow river which is here mingling with and assuming the garb of its mother Kankakee., , , , ,522809.473681000000000,4572386.803089999600000
75,33N3W2,-3.033333333330000,33.000000000000000,708526.618000000020000,533494.069999999950000,1.5-1,603675, ,kbauer3,Jeremiah Smith,999,437,1834,IN,LaPorte,2,2,33,N,3,W,11,14,0, ,500500,E,N,40.000000000000000,(1/4) Section,540500, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA,R,this line in river also, , , , ,water, ,yes, , , , , , , , , , ,522787.568711000030000,4573981.770209999800000
76,33N3W2,-3.033333333330000,33.000000000000000,709341.040000000040000,533464.839999999970000,1.5-1,603597, ,kbauer3,Jeremiah Smith,999,433,1835,IN,LaPorte,2,2,33,N,3,W,13,14,0, ,600400,N,N,80.000000000000000,Section,600500, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA,M,in marsh, , , , ,water, ,yes, , , , , ,land mostly marsh and river., , , , ,523601.435225000020000,4573990.360159999700000
77,33N3W2,-3.033333333330000,33.000000000000000,702648.819999999950000,527326.839999999970000,1.5-1,603451, ,kbauer3,Jeremiah Smith,999,424,1834,IN,LaPorte,2,2,33,N,3,W,0,0,32,S,300100,W,N,80.000000000000000,Section,200100, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , ,Water, ,yes,Post,post in water too deep for mound, , , , , , , , ,517209.799365999990000,4567544.972710000400000
78,33N3W2,-3.033333333330000,33.000000000000000,702718.380000000000000,528909.239999999990000,1.5-1,603806, ,kbauer3,Jeremiah Smith,999,443,1835,IN,LaPorte,2,2,33,N,3,W,31,32,0, ,200100,N,N,80.000000000000000,Section,200200, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , ,Water, ,yes,Post,water too deep for mound, , ,"Level,", ,all floating muck, , , ,517205.759620000030000,4569129.752949999600000
79,33N3W2,-3.033333333330000,33.000000000000000,702786.040000000040000,532195.109999999990000,1.5-1,603832, ,kbauer3,Jeremiah Smith,999,445,1834,IN,LaPorte,2,2,33,N,3,W,17,18,0, ,200500,S,N,80.000000000000000,Section,200400, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , ,Water, ,yes,Post,set post in ice, , , , , , , , ,517120.767580999990000,4572416.909810000100000
80,33N3W2,-3.033333333330000,33.000000000000000,702864.880000000000000,533786.939999999940000,1.5-1,603838, ,kbauer3,Jeremiah Smith,999,445,1834,IN,LaPorte,2,2,33,N,3,W,7,8,0, ,200600,S,N,80.000000000000000,Section,200500, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , ,Water, ,yes,Post,set post in ice, , , ,land a lake of ice, , , , ,517125.543953999990000,4574011.462530000100000
81,33N3W2,-3.033333333330000,33.000000000000000,702949.079999999960000,535393.219999999970000,1.5-1,603844, ,kbauer3,Jeremiah Smith,999,446,1834,IN,LaPorte,2,2,33,N,3,W,5,6,0, ,200700,S,N,80.000000000000000,Section,200600, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , ,Water, ,yes,Post,set post in ice, , , ,land mostly a lake of ice, , , , ,517134.996441000020000,4575620.678279999600000
82,33N3W2,-3.033333333330000,33.000000000000000,704401.890000000010000,532112.089999999970000,1.5-1,603782, ,kbauer3,Jeremiah Smith,999,441,1834,IN,LaPorte,2,2,33,N,3,W,16,17,0, ,300500,S,N,80.000000000000000,Section,300400, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , ,Water, ,yes,Post,set post in ice, , , , ,land all ice, , , ,518736.644480000020000,4572409.035380000200000
83,33N3W2,-3.033333333330000,33.000000000000000,704457.219999999970000,533712.949999999950000,1.5-1,603790, ,kbauer3,Jeremiah Smith,999,442,1834,IN,LaPorte,2,2,33,N,3,W,8,9,0, ,300600,S,N,80.000000000000000,Section,300500, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , ,Water, ,yes,Post,set post in ice, , , , ,land half ice, , , ,518717.574785000000000,4574011.521529999600000
84,33N3W2,-3.033333333330000,33.000000000000000,706086.709999999960000,533617.589999999970000,1.5-1,603740, ,kbauer3,Jeremiah Smith,999,440,1834,IN,LaPorte,2,2,33,N,3,W,9,10,0, ,400600,S,N,80.000000000000000,Section,400500, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , ,Water, ,yes,Post,set post in ice, , , ,land covered with ice, , , , ,520347.660559999990000,4573991.920389999600000
85,33N3W2,-3.033333333330000,33.000000000000000,706175.219999999970000,535230.890000000010000,1.5-1,603749, ,kbauer3,Jeremiah Smith,999,440,1835,IN,LaPorte,2,2,33,N,3,W,3,4,0, ,400700,S,N,80.000000000000000,Section,400600, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , ,Water, ,yes,Post,set post in ice, , , ,land all covered in ice,date: january 13. 1835, , , ,520361.142874000010000,4575608.354539999700000
86,33N3W2,-3.033333333330000,33.000000000000000,707612.329999999960000,530319.910000000030000,1.5-1,603647, ,kbauer3,Jeremiah Smith,999,436,1834,IN,LaPorte,2,2,33,N,3,W,26,27,0, ,500200,N,N,80.000000000000000,Section,500300, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , ,Water, ,yes,Post,too wet and marshy for mound, , ,"3rd,Level,", , , , , ,522022.574113000010000,4570766.996790000200000
87,33N3W2,-3.033333333330000,33.000000000000000,710093.839200000050000,531825.374900000050000,1.5-1,603580, ,kbauer3,Jeremiah Smith,999,433,1835,IN,LaPorte,2,2,33,N,3,W,13,24,0, ,700400,W,Y,40.159999999999997,(1/4) Section,640400, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , ,Water, ,yes,Post,post in water, , , , , , , , ,524428.430520000050000,4572386.788259999800000
88,33N3W2,-3.033333333330000,33.000000000000000,710841.810000000060000,530206.430000000050000,1.5-1,603483, ,kbauer3,Jeremiah Smith,999,425,1835,IN,LaPorte,2,2,33,N,3,W,0,0,25,E,700200,N,N,80.000000000000000,Section,700300, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , ,Water, ,yes,Post,water too deep for mound, , ,"flat,PoorSoil,", , , , , ,525249.629016999970000,4570803.464119999700000
89,33N3W2,-3.033333333330000,33.000000000000000,705964.160400000050000,529594.317099999990000,1.5-1,603711, ,kbauer3,Jeremiah Smith,999,439,1835,IN,LaPorte,2,2,33,N,3,W,27,28,0, ,400200,N,N,40.000000000000000,(1/4) Section,400240, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA,M,set post in marsh no mound, , , , ,Water, ,yes, , , , , , , , , , ,520411.978767000020000,4569965.269720000200000
90,33N3W2,-3.033333333330000,33.000000000000000,707637.024600000000000,531127.567700000010000,1.5-1,603660, ,kbauer3,Jeremiah Smith,999,436,1834,IN,LaPorte,2,2,33,N,3,W,22,23,0, ,500300,N,N,40.000000000000000,(1/4) Section,500340, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , ,Water, ,yes,Post,no mound. all mud and water, , , , , , , , ,522009.770049999990000,4571575.344870000100000
91,33N3W2,-3.033333333330000,33.000000000000000,708424.888200000040000,530288.290599999950000,1.5-1,603656, ,kbauer3,Jeremiah Smith,999,436,1834,IN,LaPorte,2,2,33,N,3,W,23,26,0, ,600300,W,Y,39.829999999999998,(1/4) Section,540300, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , ,Water, ,yes,Post,too wet for mound, , , , , , , , ,522834.663523000020000,4570773.117909999600000
92,33N3W2,-3.033333333330000,33.000000000000000,710151.320599999980000,533434.763799999960000,1.5-1,603603, ,kbauer3,Jeremiah Smith,999,433,1835,IN,LaPorte,2,2,33,N,3,W,12,13,0, ,700500,W,Y,40.460000000000001,(1/4) Section,640500, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , , , , ,Water, ,yes,Post,set post in water knee deep, , , , , , , , ,524411.209765000040000,4573997.904799999700000
93,33N4E2,4.033333333330000,33.000000000000000,762213.982700000050000,531458.973200000010000,1.5-1,639263, ,kbauer3,Reuben J. Dawson,999,112,1834,IN,Marshall,2,2,33,N,4,E,8,17,0, ,300500,W,Y,39.880000000000003,(1/4) Section,240500, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA,M,in marsh, , , , ,Water, ,yes,Post in Mou, , , , , , , , , ,576444.931770000020000,4574423.968600000300000
94,33N4E2,4.033333333330000,33.000000000000000,768615.577999999980000,528105.898000000040000,1.5-1,639032, ,kbauer3,Reuben J. Dawson,999,89,1834,IN,Marshall,2,2,33,N,4,E,24,25,0, ,700300,W,Y,39.820000000000000,(1/4) Section,640300, , , ,Water,Water,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA, , , ,NA,NA,NA, ,NA, ,NA,M,post in marsh, , , , ,Water, ,yes,Post in Mou, , , , , , , , , ,582985.425521000060000,4571365.588809999600000
