"","FID","POINT_X","POINT_Y","Join","Surveyor","SurveyYear","State","County","cornerid","TreeNo","Group_","L2_tree","L1_tree","L3_tree","TDiameter","TDistance","TDegree","water","generalnotes","Line","AREASYMBOL","MUSYM","MUKEY","temp","precip","DEM","om_r","sandtotal_r","silttotal_r","claytotal_r","kwfact","awc_r","ksat_r","CLASS","NCCPI","distance"
"78",77,723467.7823,521553.8019,"232117300400tree1","Abner E. VanNess",1834,"IN","Starke",NA,"tree1","Oak","Black Oak","B oak","Oak",30,13.880592,"169"," "," ","West","IN149","PlB",162626,9.789999962,1025.48999,222.5132294,0.53,95.1500015,3.1400001,1.71,0.03,0.07,55,"Deciduous Forest",0.330000013,-21527.4426593229
"79",78,728436.7585,523745.7979,"232117600540tree1","Abner E. VanNess",1834,"IN","Starke",NA,"tree1","Oak","White Oak","W oak","Oak",30,38.825424,"133"," "," ","West","IN149","OvA",162624,9.81000042,1029.359985,224.9887085,0.48,86.5899963,8.5200005,4.9000001,0.1,0.09,86.6399994,"Developed_ Open Space",0.449999988,-16409.1195925113
"80",79,730313.2765,551923.705,"235117640500tree2","William Clark",1834,"IN","St. Joseph",NA,"tree2","Oak","Yellow Oak","y oak","Oak",30,15.892272,"317.5"," "," ","West","IN141","OlcC2",612664,9.829999924,1013.070007,214.732254,0.86,71.6900024,15.2799997,13.0299997,0.15,0.14,35.2200012,"Hay/Pasture",0.540000021,-4337.4557189971
"81",80,727571.0768,523002.2493,"232117540500tree1","Abner E. VanNess",1834,"IN","Starke",NA,"tree1","Oak","White Oak","W oak","Oak",30,7.04088,"155"," "," ","West","IN149","MdA",162615,9.789999962,1030.670044,225.0645294,0.56,72.5800018,19.4300003,7.9899998,0.18,0.11,63.6699982,"Developed_ Open Space",0.49000001,-17306.7156584887
"82",81,744932.9267,525667.7604,"233123400100tree1","Robert Clark",1833,"IN","Marshall",NA,"tree1","Oak","Black Oak","B. Oak","Oak",30,26.755344,"283.25"," "," ","West","IN099","OlcC2",2481945,10,1019.359985,237.1368866,0.86,71.6900024,15.2799997,13.0299997,0.15,0.14,35.2200012,"Cultivated Crops",0.540000021,-1183.25085884428
"83",82,730060.7495,524493.2561,"232117700600tree1","David Hillis",1829,"IN","Starke",NA,"tree1","Oak","White Oak","W oak","Oak",30,11.06424,"192.5"," "," ","West","IN099","CvdA",1702545,9.850000381,1025.619995,234.5782928,0.86,42.0400009,36.7200012,21.2399998,0.34,0.15,4.54,"Cultivated Crops",0.560000002,-14700.9726920598
"84",83,737480.2735,542879.9409,"234113500540tree1","David Hillis",1834,"IN","Marshall",NA,"tree1","Oak","White Oak","W oak","Oak",30,3.621024,"120"," "," ","West","IN099","RopB",1702566,9.989999771,1018.400024,241.1884918,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,"Developed_ Open Space",0.75,-20.4090722822808
"85",84,726752.8941,523838.8836,"232117500540tree1","Abner E. VanNess",1834,"IN","Starke",NA,"tree1","Oak","White Oak","W oak","Oak",30,44.458128,"247.5"," "," ","West","IN149","MdA",162615,9.789999962,1028.329956,222.1972809,0.56,72.5800018,19.4300003,7.9899998,0.18,0.11,63.6699982,"Cultivated Crops",0.49000001,-18068.9292394125
"86",85,726749.9364,523894.1365,"232117500540tree2","Abner E. VanNess",1834,"IN","Starke",NA,"tree2","Oak","White Oak","W oak","Oak",30,59.948064,"309.5"," "," ","West","IN149","MdA",162615,9.789999962,1028.329956,222.0084839,0.56,72.5800018,19.4300003,7.9899998,0.18,0.11,63.6699982,"Cultivated Crops",0.49000001,-18058.7908575491
"87",86,739800.9626,540373.5288,"234113640400tree1","David Hillis",1834,"IN","Marshall",NA,"tree1","Oak","White Oak","W oak","Oak",30,19.915632,"224"," "," ","West","IN099","RopB",1702566,10.02999973,1018.859985,249.9014893,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,"Developed_ Open Space",0.75,-589.25218203199
"88",87,725047.2148,520691.8547,"232117400340tree1","Abner E. VanNess",1834,"IN","Starke",NA,"tree1","Oak","White Oak","W oak","Oak",30,5.632704,"101"," "," ","West","IN149","Mr",162620,9.829999924,1029.859985,222.3913727,0.5,88.4000015,7.4000001,4.1999998,0.09,0.07,91.7399979,"Cultivated Crops",0.370000005,-20089.2326291928
"89",88,738215.6388,516178.0437,"232113600100tree1","David Hillis",1833,"IN","Marshall",NA,"tree1","Oak","White Oak","W. Oak","Oak",30,23.536656,"84"," "," ","West","IN099","WkxB",2481976,9.829999924,1031.189941,239.70401,0.94,51.2799988,30.0699997,18.6499996,0.28,0.18,9.1700001,"Developed_ Open Space",0.790000021,-6503.33053471042
"90",89,735744.0279,538910.0798,"234113400300tree2","David Hillis",1834,"IN","Marshall",NA,"tree2","Oak","White Oak","W oak","Oak",30,13.679424,"66"," "," ","West","IN099","RopB",1702566,10.02999973,1017.679993,252.4790039,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,"Cultivated Crops",0.75,-1353.72607420699
"91",90,733355.9175,540556.3556,"234113240400tree2","David Hillis",1834,"IN","Marshall",NA,"tree2","Oak","White Oak","W oak","Oak",30,4.425696,"294"," "," ","West","IN099","GdnA",2451235,9.899999619,1016.320007,232.8984985,3.53,77.1800003,13.3500004,9.4700003,0.14,0.11,16.25,"Cultivated Crops",0.720000029,-1897.40579133139
"92",91,732622.8811,545449.7982,"235113200100tree2","David Hillis",1834,"IN","Marshall",NA,"tree2","Oak","White Oak","W oak","Oak",30,140.214096,"291.25"," "," ","West","IN099","PnyA",2481952,9.869999886,1016.27002,219.6158447,1.89,69.4100037,22.0799999,8.5100002,0.17,0.14,35.2200012,"Cultivated Crops",0.670000017,-899.725200908336
"93",92,734249.4525,542944.1617,"234113300540tree1","David Hillis",1834,"IN","Marshall",NA,"tree1","Oak","White Oak","W oak","Oak",30,15.0876,"247"," "," ","West","IN099","BsxA",2481932,9.899999619,1016.530029,229.3084259,0.6,86.9800034,8.7399998,4.2800002,0.1,0.09,91.7399979,"Cultivated Crops",0.419999987,-1053.41991493865
"94",93,729999.7753,523705.3389,"232117700540tree2","David Hillis",1829,"IN","Starke",NA,"tree2","Oak","White Oak","W oak","Oak",30,28.565856,"285"," "," ","West","IN149","WwB",162637,9.840000153,1027.699951,229.5484772,1.0599999,50.6300011,32.4700012,16.8999996,0.31,0.14,9.1700001,"Cultivated Crops",0.629999995,-14847.6329078192
"95",94,730805.8892,543028.855,"234117700540tree2","Jeremiah Smith",1834,"IN","Starke",NA,"tree2","Oak","White Oak","w oak","Oak",30,13.277088,"283"," "," ","West","IN149","W",162635,9.859999657,1015.030029,218.997467,0,0,0,0,0,0,0,"Open Water",NA,-3578.17623947244
"96",95,729316.5434,526156.7602,"233117640100tree2","David Hillis",1834,"IN","Starke",NA,"tree2","Oak","White Oak","w oak","Oak",30,8.247888,"275"," "," ","West","IN149","WwB",162637,9.819999695,1023.359985,229.2142944,1.0599999,50.6300011,32.4700012,16.8999996,0.31,0.14,9.1700001,"Cultivated Crops",0.629999995,-14979.6716008116
"97",96,709984.1843,548729.7271,"235137600240tree1","William Clark",1834,"IN","LaPorte",NA,"tree1","Oak","Yellow Oak","y oak","Oak",30,2.212848,"167"," "," ","West","IN091","TcB",272695,9.789999962,1002,215.5391846,0.92,59.3100014,28.0699997,12.6199999,0.25,0.14,9.1700001,"Cultivated Crops",0.550000012,-23772.8034585247
"98",97,702406.4775,524840.797,"232137200540tree2","Abner E. Van Ness",1834,"IN","Starke",NA,"tree2","Oak","White Oak","w oak","Oak",30,80.4672,"275"," "," ","West","IN149","Me",162616,9.890000343,982.4400024,208.2044067,1.72,89.7099991,6.8600001,3.4300001,0.07,0.08,91.7399979,"Cultivated Crops",0.479999989,-36537.4956359903
"99",98,709494.7052,518971.7317,"232137640200tree2","Abner E. Van Ness",1834,"IN","Starke",NA,"tree2","Oak","Black Oak","b oak","Oak",30,55.522368,"271.5"," "," ","West","IN149","Nf",162622,9.880000114,985.2700195,215.7392273,1.9,88.3899994,8.0799999,3.53,0.07,0.09,91.7399979,"Cultivated Crops",0.439999998,-33656.8879879626
"100",99,736740.0795,524096.84,"232113500600tree1","David Hillis",1834,"IN","Marshall",NA,"tree1","Oak","White Oak","W. Oak","Oak",30,197.345808,"170"," "," ","West","IN099","OlcC2",2481945,9.920000076,1024.619995,237.3153229,0.86,71.6900024,15.2799997,13.0299997,0.15,0.14,35.2200012,"Developed_ Open Space",0.540000021,-8101.5410581727
"101",100,738507.6022,525885.4364,"233113600100tree1","David Hillis",1834,"IN","Marshall",NA,"tree1","Oak","White Oak","W. Oak","Oak",30,27.15768,"81"," "," ","West","IN099","MfrAN",1702553,9.989999771,1021.619995,233.2409668,10,17,65,18,0.43,0,0.92,"Cultivated Crops",0.49000001,-6215.42179004211
"102",101,724989.457,519004.2565,"232117400240tree2","Abner E. VanNess",1834,"IN","Starke",NA,"tree2","Oak","White Oak","W oak","Oak",30,91.330272,"167.5"," "," ","West","IN149","Me",162616,9.829999924,1031.219971,221.2646179,1.72,89.7099991,6.8600001,3.4300001,0.07,0.08,91.7399979,"Cultivated Crops",0.479999989,-20007.2470524732
"103",102,719962.4574,553075.4219,"235127600540tree1","William Clark",1834,"IN","LaPorte",NA,"tree1","Oak","Yellow Oak","y oak","Oak",30,15.489936,"176"," "," ","West","IN091","Br",272648,9.789999962,1005.669983,210.6400299,1.27,72.2099991,17.5599995,10.2299995,0.12,0.12,65.6999969,"Developed_ Open Space",0.519999981,-14494.3903788568
"104",103,731782.9236,517988.8126,"232113200200tree1","David Hillis",1834,"IN","Marshall",NA,"tree1","Oak","White Oak","W. Oak","Oak",30,5.0292,"82.5"," "," ","West","IN099","SdzA",2453035,9.829999924,1036.02002,231.4104767,0.81,57.4000015,28.6499996,13.9499998,0.29,0.13,37.0499992,"Cultivated Crops",0.560000002,-13143.1749084151
"105",104,744923.5922,524850.2697,"232123400640tree1","David Hillis",1834,"IN","Marshall",NA,"tree1","Oak","White Oak","W. Oak","Oak",30,8.851392,"278"," "," ","West","IN099","RoqC2",2481965,10.01000023,1019.429993,243.333252,0.63,52.5699997,29.4500008,17.9799995,0.26,0.15,31.2999992,"Cultivated Crops",0.660000026,-574.293243521536
"106",105,718085.7908,547521.0396,"235127500200tree1","William Clark",1834,"IN","LaPorte",NA,"tree1","Oak","White Oak","w oak","Oak",30,29.16936,"152.5"," "," ","West","IN091","Ck",272654,9.770000458,1004.380005,209.3147278,2.29,66.6800003,19.9200001,13.3999996,0.14,0.12,51.0900002,"Herbaceous",0.379999995,-15581.8176936285
"107",106,720951.2712,520078.5206,"232117140300tree1","Abner E. VanNess",1834,"IN","Starke",NA,"tree1","Oak","Black Oak","B oak","Oak",30,13.277088,"231"," "," ","West","IN149","PtA",162628,9.789999962,1018.570007,220.0073547,0.5,93.3799973,4.6199999,2,0.04,0.06,91.7399979,"Cultivated Crops",0.370000005,-24174.5113667053
"108",107,721526.0379,532972.3405,"233117140500tree1","Jeremiah Smith",1834,"IN","Starke",NA,"tree1","Oak","White Oak","w oak","Oak",30,8.650224,"14"," "," ","West","IN149","BeA",162607,9.800000191,1012.119995,216.6779938,0.4,88.1999969,7.8000002,4,0.12,0.07,91.7399979,"Developed_ Open Space",0.319999993,-15792.367989733
"109",108,734531.0986,551764.8024,"235113300500tree2","David Hillis",1834,"IN","Marshall",NA,"tree2","Oak","White Oak","W oak","Oak",30,6.638544,"152"," "," ","West","IN141","OlcA",612130,9.840000153,1018.52002,225.0280304,0.92,71.5299988,16.0799999,12.3900003,0.15,0.14,35.2200012,"Developed_ Open Space",0.660000026,-487.758943697444
"110",109,722719.5539,523200.8857,"232117240500tree2","Abner E. VanNess",1834,"IN","Starke",NA,"tree2","Oak","White Oak","W oak","Oak",30,7.644384,"209"," "," ","West","IN149","WwB",162637,9.800000191,1022.400024,226.378891,1.0599999,50.6300011,32.4700012,16.8999996,0.31,0.14,9.1700001,"Developed_ Low Intensity",0.629999995,-21382.4307618256
"111",110,739423.2434,529085.0722,"233113640300tree1","Jeremiah Smith",1837,"IN","Marshall",NA,"tree1","Oak","White Oak","W. Oak","Oak",30,11.06424,"85"," "," ","West","IN099","RopB",1702566,10.02999973,1020.179993,251.2597198,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,"Developed_ Open Space",0.75,-4977.03928645985
"112",111,734517.9873,527607.033,"233113340200tree2","David Hillis",1834,"IN","Marshall",NA,"tree2","Oak","Black Oak","B. Oak","Oak",30,6.03504,"215"," "," ","West","IN099","PrxA",2481958,9.909999847,1021.030029,229.3292236,0.73,94.3499985,3.74,1.91,0.03,0.07,55,"Developed_ Open Space",0.389999986,-9802.47507945071
"113",112,725061.7347,521488.6381,"232117400400tree1","Abner E. VanNess",1834,"IN","Starke",NA,"tree1","Oak","White Oak","W oak","Oak",30,15.0876,"245"," "," ","West","IN149","MdA",162615,9.819999695,1028.619995,221.5162354,0.56,72.5800018,19.4300003,7.9899998,0.18,0.11,63.6699982,"Developed_ Open Space",0.49000001,-19954.2645082806
"114",113,725088.8575,521476.4289,"232117400400tree2","Abner E. VanNess",1834,"IN","Starke",NA,"tree2","Oak","White Oak","W oak","Oak",30,22.329648,"141.5"," "," ","West","IN149","MdA",162615,9.819999695,1028.619995,221.2985535,0.56,72.5800018,19.4300003,7.9899998,0.18,0.11,63.6699982,"Developed_ Open Space",0.49000001,-19928.9956907136
"115",114,743347.6581,526504.294,"233123300140tree2","David Hillis",1834,"IN","Marshall",NA,"tree2","Oak","White Oak","W. Oak","Oak",30,24.14016,"222"," "," ","West","IN099","RoqC2",2481965,10.01000023,1020.119995,242.5354309,0.63,52.5699997,29.4500008,17.9799995,0.26,0.15,31.2999992,"Cultivated Crops",0.660000026,-1796.20301032595
"116",115,715177.7151,517925.5066,"232127400140tree2","Robert Clark Jr",1833,"IN","Starke",NA,"tree2","Oak","White Oak","W oak","Oak",30,3.621024,"227.5"," "," ","West","IN149","Mr",162620,9.829999924,997.9299927,218.8218994,0.5,88.4000015,7.4000001,4.1999998,0.09,0.07,91.7399979,"Developed_ Open Space",0.370000005,-29599.6662922518
"117",116,729145.5217,521248.445,"232117640400tree1","Abner E. VanNess",1834,"IN","Starke",NA,"tree1","Oak","White Oak","W oak","Oak",30,75.840336,"136"," "," ","West","IN149","MdA",162615,9.829999924,1033.839966,224.0186005,0.56,72.5800018,19.4300003,7.9899998,0.18,0.11,63.6699982,"Cultivated Crops",0.49000001,-15956.7832227049
"118",117,723517.5892,522353.5335,"232117300440tree2","Abner E. VanNess",1834,"IN","Starke",NA,"tree2","Oak","White Oak","W oak","Oak",30,24.14016,"126"," "," ","West","IN149","PvB",162629,9.800000191,1024.170044,223.1068268,0.56,94.25,3.75,2,0.04,0.07,91.7399979,"Developed_ Open Space",0.409999996,-21397.1329796324
"119",118,739882.1154,518534.0662,"232113700240tree1","Sylvester Sibley",1833,"IN","Marshall",NA,"tree1","Oak","White Oak","W. Oak","Oak",30,11.667744,"276"," "," ","West","IN099","RoqB",2481964,9.869999886,1026.550049,241.704895,0.68,52.8400002,29.7199993,17.4300003,0.27,0.15,32.1699982,"Cultivated Crops",0.75999999,-5366.61518512758
"120",119,742061.1694,536261.6346,"234123200140tree2","David Hillis",1834,"IN","Marshall",NA,"tree2","Oak","White Oak","w oak","Oak",30,28.364688,"241"," "," ","West","IN099","UfbA",2495706,10.02999973,1019,243.7030334,0.93,15.5,16.0100002,12.4899998,0.12,0.08,4.0300002,"Developed_ Low Intensity",0.360000014,-1926.2984657805
"121",120,724325.0516,523142.5238,"232117340500tree1","Abner E. VanNess",1834,"IN","Starke",NA,"tree1","Oak","White Oak","W oak","Oak",30,9.454896,"298.5"," "," ","West","IN149","MdA",162615,9.800000191,1024.170044,222.7281952,0.56,72.5800018,19.4300003,7.9899998,0.18,0.11,63.6699982,"Developed_ Low Intensity",0.49000001,-20429.0176393034
"122",121,718900.0078,529820.8642,"233127600300tree2","Jeremiah Smith",1834,"IN","Starke",NA,"tree2","Oak","White Oak","w oak","Oak",30,72.219312,"245.33"," "," ","West","IN149","Mr",162620,9.800000191,1008.880005,217.275177,0.5,88.4000015,7.4000001,4.1999998,0.09,0.07,91.7399979,"Cultivated Crops",0.370000005,-19648.7412019615
"123",122,732630.6464,519587.7663,"232113240300tree1","David Hillis",1834,"IN","Marshall",NA,"tree1","Oak","White Oak","W. Oak","Oak",30,8.247888,"350"," "," ","West","IN099","RopB",1702566,9.880000114,1035.22998,227.9534912,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,"Developed_ Low Intensity",0.75,-12593.7541351318
"124",123,722493.1689,536938.7361,"234117200140tree2","Jeremiah Smith",1834,"IN","Starke",NA,"tree2","Oak","Black Oak","b oak","Oak",30,7.644384,"252"," "," ","West","IN149","BeA",162607,9.800000191,1011.869995,215.7968597,0.4,88.1999969,7.8000002,4,0.12,0.07,91.7399979,"Developed_ Open Space",0.319999993,-13343.8535956188
"125",124,732902.037,550227.8923,"235113200400tree1","David Hillis",1834,"IN","Marshall",NA,"tree1","Oak","Jack Oak-IA","J oak","Oak",30,8.449056,"66"," "," ","West","IN141","OlcB",612665,9.829999924,1016.659973,221.6250458,0.92,71.5299988,16.0799999,12.3900003,0.15,0.14,35.2200012,"Cultivated Crops",0.660000026,-1804.8910279127
"126",125,734033.0053,537302.8424,"234113300200tree2","David Hillis",1834,"IN","Marshall",NA,"tree2","Oak","White Oak","W oak","Oak",30,24.14016,"256"," "," ","West","IN099","RoqB",2481964,9.970000267,1017.080017,246.8486328,0.68,52.8400002,29.7199993,17.4300003,0.27,0.15,32.1699982,"Cultivated Crops",0.75999999,-3378.15770824278
"127",126,730673.1981,539004.0172,"234117700300tree1","Jeremiah Smith",1834,"IN","Starke",NA,"tree1","Oak","Black Oak","b oak","Oak",30,3.419856,"200"," "," ","West","IN149","BeA",162607,9.880000114,1015.690002,227.5921936,0.4,88.1999969,7.8000002,4,0.12,0.07,91.7399979,"Developed_ Open Space",0.319999993,-4955.9771169809
"128",127,724944.5026,523118.6146,"232117400500tree1","Abner E. VanNess",1834,"IN","Starke",NA,"tree1","Oak","White Oak","W oak","Oak",30,190.506096,"271.5"," "," ","West","IN149","Wk",162636,9.779999733,1027.160034,221.3089447,1.9400001,87.7600021,7.52,4.7199998,0.08,0.09,91.7399979,"Developed_ Open Space",0.529999971,-19922.3234009656
"129",128,726270.7717,551266.4302,"235117400440tree2","William Clark",1834,"IN","St. Joseph",NA,"tree2","Oak","White Oak","w oak","Oak",30,8.650224,"99"," "," ","West","IN091","TcA",272694,9.819999695,1010.320007,213.5330505,0.92,59.3100014,28.0699997,12.6199999,0.25,0.14,9.1700001,"Cultivated Crops",0.550000012,-8284.69447828741
"130",129,732482,538156.8007,"234113200240tree1","David Hillis",1834,"IN","Marshall",NA,"tree1","Oak","White Oak","W oak","Oak",30,7.845552,"349"," "," ","West","IN099","BsxA",2481932,9.920000076,1016.650024,233.0934143,0.6,86.9800034,8.7399998,4.2800002,0.1,0.09,91.7399979,"Cultivated Crops",0.419999987,-3722.45143519171
"131",130,719081.9225,532211.3588,"233127600440tree1","Jeremiah Smith",1834,"IN","Starke",NA,"tree1","Oak","Bur Oak","br oak","Oak",30,46.872144,"163"," "," ","West","IN149","Co",162609,9.789999962,1008.890015,212.2935333,1.4299999,65.5,25.2600002,9.2399998,0.21,0.14,51.0900002,"Cultivated Crops",0.610000014,-18314.8078329235
"132",131,710865.5893,531001.7792,"233137700340tree2","Jeremiah Smith",1835,"IN","LaPorte",NA,"tree2","Other","Elm","elm","Elm",30,8.247888,"316"," "," ","West","IN149","As",162606,9.800000191,996.8300171,206.1229401,0.87,80.3899994,13.2600002,6.3499999,0.11,0.1,75.2300034,"Developed_ Open Space",0.560000002,-26315.6933007944
"133",132,738240.3321,521040.9176,"232113600400tree2","David Hillis",1834,"IN","Marshall",NA,"tree2","Other","Aspen","Poplar","Poplar/tulip poplar",30,16.696944,"325"," "," ","West","IN099","RopB",1702566,9.890000343,1027.98999,256.7522278,0.91,53.8699989,28.1800003,17.9500008,0.25,0.15,22.1000004,"Developed_ Open Space",0.75,-7164.83152982165
"134",133,739935.962,520138.0192,"232113700340tree1","Sylvester Sibley",1833,"IN","Marshall",NA,"tree1","Other","custom","W. Wood","Tulip poplar",30,12.673584,"209"," "," ","West","IN099","RoqC2",2481965,9.890000343,1025.800049,249.6547852,0.63,52.5699997,29.4500008,17.9799995,0.26,0.15,31.2999992,"Developed_ Open Space",0.660000026,-5340.66623664303
"135",134,734168.6986,540536.6432,"234113300400tree2","David Hillis",1834,"IN","Marshall",NA,"tree2","Oak","White Oak","W oak","Oak",29,11.868912,"117"," "," ","West","IN099","CnbC",1702544,9.930000305,1016.809998,234.7230835,0.39,91.75,5.4000001,2.8499999,0.02,0.07,55,"Developed_ Open Space",0.449999988,-1140.25665668269
"136",135,726769.2858,522224.8763,"232117500440tree1","Abner E. VanNess",1834,"IN","Starke",NA,"tree1","Oak","Black Oak","B oak","Oak",28,48.079152,"109"," "," ","West","IN149","Me",162616,9.789999962,1031.5,222.8938141,1.72,89.7099991,6.8600001,3.4300001,0.07,0.08,91.7399979,"Cultivated Crops",0.479999989,-18171.5133944582
"137",136,735678.9355,537256.9015,"234113400200tree1","David Hillis",1834,"IN","Marshall",NA,"tree1","Oak","Black Oak","B oak","Oak",28,22.530816,"169"," "," ","West","IN099","RoqC2",2481965,10.02999973,1017.929993,249.3312531,0.63,52.5699997,29.4500008,17.9799995,0.26,0.15,31.2999992,"Deciduous Forest",0.660000026,-2434.86458997045
