FID,Join_Count,TARGET_FID,entryid,POINT_X,POINT_Y,TRP,Join,UniqueID,Surveyor,SurveyYear,State,County,cornerid,TreeNo,Group_,L2_tree,L1_tree,L3_tree,TDiameter,TDistance,TDegree,ecotype,ecotypenot,ecotype2,ecotypen_1,ecotype3,ecotypen_2,feature,featurenot,timbernote,understory,landnotes,landnotesv,waterwet_1,generalnot,Line,AREASYMBOL,SPATIALVER,MUSYM,MUKEY,temp,precip,DEM,muname,om_r,sandtotal_,silttotal_,claytotal_,kwfact,kffact,awc_r,ksat_r,RASTERVALU,CLASS
208,1,3736, ,761333.3085,523459.8056, ,232143200600tree2,2.32E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree2,Oak,Bur Oak,burr oak,Oak,20,7.644384,117.5, , , , , , , , , , , , , , ,East,IN099,4,WkxB,2481976,9.920000076,1004.960022,241.8977356,"Wawasee sandy loam, 2 to 6 percent slopes",0.94,51.2799988,30.0699997,18.6499996,0.28,0.28,0.18,9.1700001,21,"Developed, Open Space"
209,1,3737, ,761234.3267,519444.3193, ,232143200340tree1,2.32E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree1,Oak,White Oak,w oak,Oak,20,5.833872,42.5, , , , , , , , , , , , , , ,East,IN099,4,BufA,2481933,9.890000343,1006.719971,239.4900513,"Bronson sandy loam, 0 to 1 percent slopes",0.6,68.0599976,20.6900005,11.25,0.2,0.2,0.14,28.0499992,21,"Developed, Open Space"
210,1,3738, ,771745.0302,516737.0494, ,232153240200tree2,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Oak,Bur Oak,burr oak,Oak,20,94.54896,211, , , , , , , , , , , , , , ,East,IN085,5,BoC,160854,9.949999809,992.8599854,249.7980194,"Boyer loamy sand, 6 to 12 percent slopes",0.96,79.3000031,11.4899998,9.21,0.08,0.08,0.09,76.4000015,82,Cultivated Crops
211,1,3739, ,767802.9751,527311.3191, ,233143600240tree2,2.33E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree2,Oak,Bur Oak,burr oak,Oak,20,6.437376,145.25, , , , , , , , , , , , , , ,East,IN085,5,Gf,160864,9.899999619,995.8499756,241.8506012,"Gilford sandy loam, gravelly substratum",2.1700001,70.1500015,17.7199993,12.1300001,0.14,0.14,0.15,35.2200012,82,Cultivated Crops
212,1,3753, ,759516.7794,524303.5807, ,232133700640tree2,2.32E+11,Sylvester Sibley,1833,IN,Marshall, ,tree2,Other,Beech,Beech,Beech,20,3.01752,341, , , , , , , , , , , , , , ,East,IN099,4,ReyA,1702564,9.949999809,1005.73999,246.376236,"Rensselaer loam, 0 to 1 percent slopes",3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.25,0.19,9.1700001,22,"Developed, Low Intensity"
213,1,3754, ,757706.5215,515500.7249, ,232133600100tree2,2.32E+11,Sylvester Sibley,1833,IN,Marshall, ,tree2,Other,Beech,Beech,Beech,20,9.656064,49, , , , , , , , , , , , , , ,East,IN099,4,OlcB,1702560,9.909999847,1011.830017,239.7505035,"Oshtemo sandy loam, 1 to 5 percent slopes",0.92,71.5299988,16.0799999,12.3900003,0.15,0.15,0.14,35.2200012,21,"Developed, Open Space"
214,1,3762, ,766160.4733,525731.659, ,233143500140tree2,2.33E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree2,Other,Elm,elm,Elm,20,5.0292,191.5, , , , , , , , , , , , , , ,East,IN085,5,Sf,160917,9.930000305,998.3400269,243.4637299,Sebewa mucky loam,6.46,47.2900009,27.75,24.9599991,0.19,0.19,0.17,16.6000004,21,"Developed, Open Space"
215,1,3766, ,764518.5109,522580.4391, ,232143400540tree1,2.32E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree1,Other,Black Ash,b ash,Ash,20,1.408176,256.5, , , , , , , , , , , , , , ,East,IN085,5,Se,160916,9.899999619,999.8499756,238.7796783,"Sebewa loam, drained, 0 to 1 percent slopes",1.51,50.9300003,25.2099991,23.8600006,0.22,0.22,0.16,10.4099998,90,Woody Wetlands
216,1,3770, ,762122.496,523434.7102, ,232143240600tree2,2.32E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree2,Other,Beech,Beech,Beech,20,10.863072,222, , , , , , , , , , , , , , ,East,IN099,4,OlcD,1702561,9.920000076,1003.169983,266.6839294,"Oshtemo sandy loam, 10 to 18 percent slopes",0.92,71.5299988,16.0799999,12.3900003,0.15,0.15,0.14,35.2200012,21,"Developed, Open Space"
217,1,3771, ,772022.5429,535998.6465, ,234153240200tree2,2.34E+11,Reuben J. Dawson,1835,IN,Kosciusko, ,tree2,Other,Beech,Beech,Beech,20,4.828032,227, , , , , , , , , , , , , , ,East,IN085,5,Gf,160864,9.949999809,991.9199829,253.7948456,"Gilford sandy loam, gravelly substratum",2.1700001,70.1500015,17.7199993,12.1300001,0.14,0.14,0.15,35.2200012,21,"Developed, Open Space"
218,1,3773, ,775853.3658,519961.6697, ,232153500400tree2,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Other,Blue Ash,Blue Ash,Ash,20,11.466576,213, , , , , , , , , , , , , , ,East,IN085,5,CrA,160860,10.02000046,989.039978,262.5178833,"Crosier loam, 0 to 1 percent slopes",0.86,42.0400009,36.7200012,21.2399998,0.34,0.34,0.15,4.54,21,"Developed, Open Space"
219,1,3787, ,774279.41,526405.8492, ,233153400200tree1,2.33E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Other,Beech,Beech,Beech,20,7.242048,211.5, , , , , , , , , , , , , , ,East,IN085,5,MaA,160879,9.930000305,990.3499756,251.8995056,"Martinsville sandy loam, 0 to 2 percent slopes",1.04,55.6800003,26.1399994,18.1800003,0.26,0.26,0.17,17.9400005,21,"Developed, Open Space"
220,1,3788, ,777481.4883,521564.9784, ,232153600500tree2,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Other,Beech,beech,Beech,20,15.0876,307.5, , , , , , , , , , , , , , ,East,IN085,5,CrB,160861,9.989999771,988.539978,257.4057922,"Crosier loam, 1 to 4 percent slopes",0.86,42.0400009,36.7200012,21.2399998,0.34,0.34,0.15,4.54,21,"Developed, Open Space"
221,1,3797, ,756349.4996,524378.4859, ,232133500640tree1,2.32E+11,David Hillis,1834,IN,Marshall, ,tree1,Other,Beech,Beech,Beech,20,2.615184,106, , , , , , , , , , , , , , ,East,IN099,4,RopB,1702566,9.960000038,1010.320007,247.0818787,"Riddles-Oshtemo fine sandy loams, 1 to 5 percent slopes",0.91,53.8699989,28.1800003,17.9500008,0.25,0.25,0.15,22.1000004,21,"Developed, Open Space"
222,1,3802, ,755466.5592,521987.3212, ,232133440500tree2,2.32E+11,David Hillis,1834,IN,Marshall, ,tree2,Other,Beech,Beech,Beech,20,6.236208,148, , , , , , , , , , , , , , ,East,IN099,4,GdnA,2451235,9.949999809,1010.969971,237.7023315,"Gilford mucky sandy loam, 0 to 1 percent slopes, gravelly subsoil",3.53,77.1800003,13.3500004,9.4700003,0.14,0.14,0.11,16.25,82,Cultivated Crops
223,1,3804, ,766096.3286,520157.9031, ,232143500400tree1,2.32E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree1,Other,Beech,Beech,Beech,20,17.300448,43.75, , , , , , , , , , , , , , ,East,IN085,5,OrA,160898,9.890000343,1000.090027,242.0735626,"Ormas loamy sand, 0 to 2 percent slopes",0.57,83.2200012,11.2700005,5.5100002,0.11,0.12,0.1,82.8499985,21,"Developed, Open Space"
224,1,3821, ,765346.5877,524949.6876, ,233143440100tree1,2.33E+11,Robert Clark,1834,IN,Marshall, ,tree1,Other,Elm,elm,Elm,20,5.632704,72, , , , , , , , , , , , , , ,East,IN085,5,Ud,160922,9.930000305,999.3400269,245.9019775,"Udorthents, loamy",0,0,0,0,0,0,0,0,82,Cultivated Crops
225,1,3832, ,761253.9121,520267.0415, ,232143200400tree1,2.32E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree1,Other,Elm,elm,Elm,20,18.10512,358.5, , , , , , , , , , , , , , ,East,IN099,4,BufA,2481933,9.890000343,1006.719971,238.9869232,"Bronson sandy loam, 0 to 1 percent slopes",0.6,68.0599976,20.6900005,11.25,0.2,0.2,0.14,28.0499992,21,"Developed, Open Space"
226,1,3837, ,770988.9747,516825.912, ,232153200200tree1,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Other,Hickory,hickory,Hickory,20,4.828032,211.5, , , , , , , , , , , , , , ,East,IN085,5,Re,160908,9.960000038,993.75,253.9608154,Rensselaer loam,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.25,0.19,9.1700001,21,"Developed, Open Space"
227,1,3838, ,770997.2848,516833.8048, ,232153200200tree2,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Other,Beech,beech,Beech,20,6.839712,53.5, , , , , , , , , , , , , , ,East,IN085,5,Re,160908,9.960000038,993.75,253.8474884,Rensselaer loam,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.25,0.19,9.1700001,21,"Developed, Open Space"
228,1,3840, ,772735.861,532075.3411, ,233153300540tree1,2.33E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Other,Hickory,Hickory,Hickory,20,3.118104,99.5, , , , , , , , , , , , , , ,East,IN085,5,RlA,160909,9.949999809,991.0200195,256.2052307,"Riddles fine sandy loam, 0 to 2 percent slopes",0.9,46,33,21,0.28,0.28,0.16,12.9799995,82,Cultivated Crops
229,1,3851, ,773431.9358,518404.8294, ,232153340300tree2,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Other,Beech,beech,Beech,20,7.242048,45, , , , , , , , , , , , , , ,East,IN085,5,Wc,160927,10,990.2600098,253.0409698,Washtenaw silt loam,1.24,19.3999996,60.9000015,19.7000008,0.44,0.44,0.21,8.9200001,21,"Developed, Open Space"
230,1,3874, ,776618.4561,515140.7631, ,232153540100tree2,2.32E+11,S. Sibley,1833,IN,Kosciusko, ,tree2,Other,Beech,beech,Beech,20,5.431536,325, , , , , , , , , , , , , , ,East,IN085,5,Re,160908,10.10999966,989.8699951,262.1318359,Rensselaer loam,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.25,0.19,9.1700001,-9999, 
231,1,3875, ,777508.1149,522354.9006, ,232153600540tree2,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Other,Beech,Beech,Beech,20,6.03504,102, , , , , , , , , , , , , , ,East,IN085,5,OrA,160898,9.93999958,988.5499878,250.479599,"Ormas loamy sand, 0 to 2 percent slopes",0.57,83.2200012,11.2700005,5.5100002,0.11,0.12,0.1,82.8499985,82,Cultivated Crops
232,1,3876, ,775043.4563,518378.5771, ,232153440300tree2,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Other,Elm,elm,Elm,20,9.05256,36, , , , , , , , , , , , , , ,East,IN085,5,WlB,160929,10.02999973,989.789978,270.8281555,"Wawasee fine sandy loam, 2 to 6 percent slopes",1,49.4900017,31.0100002,19.5,0.29,0.29,0.18,8.9799995,82,Cultivated Crops
233,1,3877, ,772718.0461,532900, ,233153300600tree2,2.33E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Other,Hickory,Hickory,Hickory,20,19.312128,299, , , , , , , , , , , , , , ,East,IN085,5,OrB,160899,9.960000038,990.8900146,255.7868958,"Ormas loamy sand, 2 to 6 percent slopes",0.57,83.2200012,11.2700005,5.5100002,0.11,0.12,0.1,82.8499985,82,Cultivated Crops
234,1,3878, ,764586.9637,528987.4818, ,233143400340tree2,2.33E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree2,Other,Hickory,hickory,Hickory,20,4.928616,242.75, , , , , , , , , , , , , , ,East,IN099,4,CvdA,1702545,9.930000305,998.9799805,251.2750549,"Crosier loam, 0 to 1 percent slopes",0.86,42.0400009,36.7200012,21.2399998,0.34,0.34,0.15,4.54,21,"Developed, Open Space"
235,1,3879, ,771123.0455,530480.8388, ,233153200440tree2,2.33E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Other,Maple,Maple,Maple,20,2.313432,71, , , , , , , , , , , , , , ,East,IN085,5,Se,160916,9.949999809,992.9000244,251.5859528,"Sebewa loam, drained, 0 to 1 percent slopes",1.51,50.9300003,25.2099991,23.8600006,0.22,0.22,0.16,10.4099998,82,Cultivated Crops
236,1,3883, ,772708.9862,528858.9321, ,233153300340tree2,2.33E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Other,Aspen,Poplar,Poplar/tulip poplar,20,11.667744,21.5, , , , , , , , , , , , , , ,East,IN085,5,MaB,160880,9.949999809,991.25,252.578064,"Martinsville sandy loam, 2 to 6 percent slopes",1.04,55.6800003,26.1399994,18.1800003,0.26,0.26,0.17,17.9400005,82,Cultivated Crops
237,1,3884, ,762009.614,518605.2198, ,232143240300tree2,2.32E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree2,Other,Black Walnu,B Walnut,Walnut,20,6.236208,197.5, , , , , , , , , , , , , , ,East,IN099,4,OlcB,1702560,9.890000343,1005.609985,240.9862366,"Oshtemo sandy loam, 1 to 5 percent slopes",0.92,71.5299988,16.0799999,12.3900003,0.15,0.15,0.14,35.2200012,82,Cultivated Crops
238,1,3888, ,753887.1163,525315.9695, ,233133340100tree2,2.33E+11,David Hillis,1834,IN,Marshall, ,tree2,Other,White Ash,W. Ash,Ash,20,12.07008,291.75, , , , , , , , , , , , , , ,East,IN099,4,WtbA,2487341,9.979999542,1012.549988,243.9230347,"Whitaker loam, 0 to 1 percent slopes",1.29,40.6300011,37.5699997,21.7999992,0.32,0.32,0.19,9.3100004,21,"Developed, Open Space"
239,1,3892, ,775822.5285,517558.5894, ,232153500240tree1,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Other,Poplar,Poplar,Poplar/tulip poplar,20,15.489936,265.25, , , , , , , , , , , , , , ,East,IN085,5,ClB,160858,10.03999996,989.3099976,268.5134277,"Coloma loamy sand, 0 to 6 percent slopes, fine-loamy minor components",0.42,89.9100037,7.0100002,3.0799999,0.03,0.03,0.08,55,21,"Developed, Open Space"
240,1,3898, ,753880.0799,522047.0088, ,232133340500tree1,2.32E+11,David Hillis,1834,IN,Marshall, ,tree1,Other,Tamarack,tamk,Tamarack,20,5.431536,244, , , , , , , , , , , , , , ,East,IN099,4,GdnA,2451235,9.949999809,1012.789978,241.7117004,"Gilford mucky sandy loam, 0 to 1 percent slopes, gravelly subsoil",3.53,77.1800003,13.3500004,9.4700003,0.14,0.14,0.11,16.25,82,Cultivated Crops
241,1,3905, ,776629.4784,515136.5089, ,232153540100tree1,2.32E+11,S. Sibley,1833,IN,Kosciusko, ,tree1,Oak,White Oak,w oak,Oak,19,8.04672,86, , , , , , , , , , , , , , ,East,IN085,5,AtA,160849,10.10999966,989.8699951,262.2322998,"Aubbeenaubbee fine sandy loam, moderately permeable substratum, 0 to 2 percent slopes",0.95,54.1599998,25.8799992,19.9599991,0.23,0.23,0.15,19.8400002,-9999, 
242,1,3907, ,775041.9475,518355.8785, ,232153440300tree1,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Oak,Yellow Oak,y oak,Oak,19,16.09344,163.5, , , , , , , , , , , , , , ,East,IN085,5,WlB,160929,10.02999973,989.789978,271.5302124,"Wawasee fine sandy loam, 2 to 6 percent slopes",1,49.4900017,31.0100002,19.5,0.29,0.29,0.18,8.9799995,82,Cultivated Crops
243,1,3909, ,775014.0966,515162.9152, ,232153440100tree1,2.32E+11,S. Sibley,1833,IN,Kosciusko, ,tree1,Oak,White Oak,w oak,Oak,19,9.656064,53, , , , , , , , , , , , , , ,East,IN085,5,BoC,160854,10.06999969,990.4299927,253.5726318,"Boyer loamy sand, 6 to 12 percent slopes",0.96,79.3000031,11.4899998,9.21,0.08,0.08,0.09,76.4000015,41,Deciduous Forest
244,1,3910, ,774994.5014,515171.7222, ,232153440100tree2,2.32E+11,S. Sibley,1833,IN,Kosciusko, ,tree2,Oak,White Oak,w oak,Oak,19,18.507456,319, , , , , , , , , , , , , , ,East,IN085,5,MbA,160882,10.06999969,990.4299927,253.5726318,"Metea loamy sand, 0 to 2 percent slopes",0.53,76.25,17.0900002,6.6599998,0.18,0.18,0.11,79.6699982,41,Deciduous Forest
245,1,3911, ,771160.3912,534419.4661, ,234153200100tree2,2.34E+11,Robert Clark,1833,IN,Kosciusko, ,tree2,Oak,White Oak,W. Oak,Oak,19,10.460736,296.67, , , , , , , , , , , , , , ,East,IN085,5,OrB,160899,9.960000038,992.710022,258.1064453,"Ormas loamy sand, 2 to 6 percent slopes",0.57,83.2200012,11.2700005,5.5100002,0.11,0.12,0.1,82.8499985,21,"Developed, Open Space"
246,1,3912, ,774204.5585,515174.0333, ,232153400100tree1,2.32E+11,S. Sibley,1833,IN,Kosciusko, ,tree1,Oak,White Oak,w oak,Oak,19,6.638544,30, , , , , , , , , , , , , , ,East,IN085,5,KoB,160874,9.970000267,991.4199829,254.974823,"Kosciusko sandy loam, 2 to 6 percent slopes",1,64.8099976,17.1299992,18.0599995,0.13,0.18,0.14,12.9700003,-9999, 
247,1,3913, ,769410.2152,528788.6513, ,233143700340tree2,2.33E+11,Robert Clark,1834,IN,Marshall, ,tree2,Oak,White Oak,w oak,Oak,19,107.62488,190.5, , , , , , , , , , , , , , ,East,IN085,5,Se,160916,9.920000076,993.6199951,244.2401123,"Sebewa loam, drained, 0 to 1 percent slopes",1.51,50.9300003,25.2099991,23.8600006,0.22,0.22,0.16,10.4099998,82,Cultivated Crops
248,1,3934, ,765268.5304,520158.7348, ,232143440400tree2,2.32E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree2,Oak,Bur Oak,burr oak,Oak,18,3.218688,196, , , , , , , , , , , , , , ,East,IN085,5,Se,160916,9.890000343,1000.97998,240.8446503,"Sebewa loam, drained, 0 to 1 percent slopes",1.51,50.9300003,25.2099991,23.8600006,0.22,0.22,0.16,10.4099998,24,"Developed, High Intensity"
249,1,3936, ,769400.2191,528052.8547, ,233143700300tree2,2.33E+11,Robert Clark,1834,IN,Marshall, ,tree2,Oak,White Oak,w oak,Oak,18,39.026592,203, , , , , , , , , , , , , , ,East,IN085,5,Se,160916,9.899999619,993.6799927,243.630127,"Sebewa loam, drained, 0 to 1 percent slopes",1.51,50.9300003,25.2099991,23.8600006,0.22,0.22,0.16,10.4099998,21,"Developed, Open Space"
250,1,3939, ,773510.0745,526426.944, ,233153340200tree1,2.33E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Oak,Bur Oak,Burr Oak,Oak,18,36.21024,80, , , , , , , , , , , , , , ,East,IN085,5,MaB,160880,9.930000305,990.3499756,246.712265,"Martinsville sandy loam, 2 to 6 percent slopes",1.04,55.6800003,26.1399994,18.1800003,0.26,0.26,0.17,17.9400005,41,Deciduous Forest
251,1,3948, ,759349.9743,517073.5843, ,232133700200tree2,2.32E+11,Sylvester Sibley,1833,IN,Marshall, ,tree2,Oak,White Oak,w oak,Oak,18,8.449056,354, , , , , , , , , , , , , , ,East,IN099,4,BufA,2481933,9.890000343,1009.849976,238.0454865,"Bronson sandy loam, 0 to 1 percent slopes",0.6,68.0599976,20.6900005,11.25,0.2,0.2,0.14,28.0499992,21,"Developed, Open Space"
252,1,3949, ,773406.3808,516797.2645, ,232153340200tree2,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Oak,White Oak,w oak,Oak,18,9.454896,353.5, , , , , , , , , , , , , , ,East,IN085,5,RxB,160913,10.02000046,990.6900024,252.0879059,"Riddles-Ormas-Kosciusko complex, 2 to 6 percent slopes",0.81,66.1800003,20.8799992,12.9399996,0.19,0.2,0.13,38.7599983,21,"Developed, Open Space"
253,1,3950, ,772609.4785,517622.1758, ,232153300240tree1,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Oak,Yellow Oak,y oak,Oak,18,11.466576,338.5, , , , , , , , , , , , , , ,East,IN085,5,WlC2,160930,10.01000023,991.0100098,258.2627258,"Wawasee fine sandy loam, 6 to 12 percent slopes, eroded",1,49.4900017,31.0100002,19.5,0.29,0.29,0.18,8.9799995,82,Cultivated Crops
254,1,3951, ,771991.6652,534401.0548, ,234153240100tree1,2.34E+11,Robert Clark,1833,IN,Kosciusko, ,tree1,Oak,White Oak,W. Oak,Oak,18,14.484096,41.75, , , , , , , , , , , , , , ,East,IN085,5,OrA,160898,9.960000038,991.9699707,257.7958679,"Ormas loamy sand, 0 to 2 percent slopes",0.57,83.2200012,11.2700005,5.5100002,0.11,0.12,0.1,82.8499985,21,"Developed, Open Space"
255,1,3952, ,771055.2421,520062.5428, ,232153200400tree1,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree1,Oak,White Oak,w oak,Oak,18,31.985712,73, , , , , , , , , , , , , , ,East,IN085,5,OrB,160899,9.93999958,992.8499756,244.482193,"Ormas loamy sand, 2 to 6 percent slopes",0.57,83.2200012,11.2700005,5.5100002,0.11,0.12,0.1,82.8499985,21,"Developed, Open Space"
256,1,3954, ,766921.0558,521718.6274, ,232143540500tree1,2.32E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree1,Oak,White Oak,w oak,Oak,18,15.288768,171, , , , , , , , , , , , , , ,East,IN085,5,OrA,160898,9.899999619,997.5800171,241.870575,"Ormas loamy sand, 0 to 2 percent slopes",0.57,83.2200012,11.2700005,5.5100002,0.11,0.12,0.1,82.8499985,21,"Developed, Open Space"
257,1,3955, ,766921.9742,521742.3945, ,232143540500tree2,2.32E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree2,Oak,White Oak,w oak,Oak,18,9.05256,16, , , , , , , , , , , , , , ,East,IN085,5,OrA,160898,9.899999619,997.5800171,241.7806091,"Ormas loamy sand, 0 to 2 percent slopes",0.57,83.2200012,11.2700005,5.5100002,0.11,0.12,0.1,82.8499985,21,"Developed, Open Space"
258,1,3956, ,757167.6982,523686.3969, ,232133540600tree1,2.32E+11,David Hillis,1834,IN,Marshall, ,tree1,Oak,Bur Oak,burr oak,Oak,18,135.587232,25, , , , , , , , , , , , , , ,East,IN099,4,BuuA,1702542,9.949999809,1009.659973,242.009491,"Brookston loam, 0 to 1 percent slopes",2.1099999,35.2299995,36.3800011,28.3899994,0.26,0.26,0.18,9.1700001,82,Cultivated Crops
259,1,3957, ,771855.8532,526450.2369, ,233153240200tree2,2.33E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Oak,White Oak,W oak,Oak,18,8.650224,332.75, , , , , , , , , , , , , , ,East,IN085,5,Wt,160932,9.930000305,991.8099976,244.9200439,Whitaker loam,1.29,40.6300011,37.5699997,21.7999992,0.32,0.32,0.19,9.3100004,21,"Developed, Open Space"
260,1,3958, ,766974.9235,526537.8466, ,233143540200tree2,2.33E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree2,Oak,White Oak,w oak,Oak,18,11.265408,331, , , , , , , , , , , , , , ,East,IN085,5,Bp,160855,9.909999847,996.6799927,242.7576141,Brady sandy loam,0.46,66.5899963,20.2700005,13.1400003,0.17,0.17,0.15,28.2299995,21,"Developed, Open Space"
261,1,3960, ,767715.4498,520913.3815, ,232143600440tree1,2.32E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree1,Oak,White Oak,w oak,Oak,18,3.218688,62.5, , , , , , , , , , , , , , ,East,IN085,5,OrA,160898,9.909999847,996.9899902,245.266983,"Ormas loamy sand, 0 to 2 percent slopes",0.57,83.2200012,11.2700005,5.5100002,0.11,0.12,0.1,82.8499985,82,Cultivated Crops
262,1,3961, ,768511.7192,520101.0744, ,232143640400tree1,2.32E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree1,Oak,White Oak,w oak,Oak,18,3.218688,62.5, , , , , , , , , , , , , , ,East,IN085,5,WlB,160929,9.930000305,995.539978,248.7635193,"Wawasee fine sandy loam, 2 to 6 percent slopes",1,49.4900017,31.0100002,19.5,0.29,0.29,0.18,8.9799995,21,"Developed, Open Space"
263,1,3965, ,761197.4286,517830.4144, ,232143200240tree2,2.32E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree2,Oak,White Oak,w oak,Oak,18,5.0292,46, , , , , , , , , , , , , , ,East,IN099,4,OlcB,1702560,9.899999619,1007.76001,238.7508087,"Oshtemo sandy loam, 1 to 5 percent slopes",0.92,71.5299988,16.0799999,12.3900003,0.15,0.15,0.14,35.2200012,41,Deciduous Forest
264,1,3966, ,772604.2735,516805.1503, ,232153300200tree2,2.32E+11,Reuben J. Dawson,1834,IN,Kosciusko, ,tree2,Oak,White Oak,w oak,Oak,18,3.822192,48.5, , , , , , , , , , , , , , ,East,IN085,5,Uf,160923,10,991.2999878,252.9637451,Udorthents-Urban land complex,0,0,0,0,0,0,0,0,21,"Developed, Open Space"
265,1,3967, ,771847.5082,524841.8165, ,233153240100tree2,2.33E+11,Robert Clark Jr,1833,IN,Kosciusko, ,tree2,Oak,White Oak,W. Oak,Oak,18,9.05256,311, , , , , , , , , , , , , , ,East,IN085,5,Pb,160905,9.930000305,991.7800293,243.7266846,"Palms muck, gravelly substratum, drained",2,60,17,23,0.2,0.2,0.18,9.1700001,21,"Developed, Open Space"
266,1,3968, ,775210.5675,534326.887, ,234153440100tree1,2.34E+11,Robert Clark,1833,IN,Kosciusko, ,tree1,Oak,White Oak,W. Oak,Oak,18,12.07008,304, , , , , , , , , , , , , , ,East,IN085,5,Se,160916,9.920000076,988.75,254.4488525,"Sebewa loam, drained, 0 to 1 percent slopes",1.51,50.9300003,25.2099991,23.8600006,0.22,0.22,0.16,10.4099998,82,Cultivated Crops
267,1,3973, ,766183.2509,523365.8777, ,232143500600tree2,2.32E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree2,Oak,White Oak,w oak,Oak,18,38.423088,77, , , , , , , , , , , , , , ,East,IN085,5,OrA,160898,9.899999619,998.710022,240.8267365,"Ormas loamy sand, 0 to 2 percent slopes",0.57,83.2200012,11.2700005,5.5100002,0.11,0.12,0.1,82.8499985,82,Cultivated Crops
268,1,3974, ,762863.8136,521015.579, ,232143300440tree2,2.32E+11,Reuben J. Dawson,1834,IN,Marshall, ,tree2,Oak,White Oak,w oak,Oak,18,10.460736,281.5, , , , , , , , , , , , , , ,East,IN099,4,BshA,1702515,9.899999619,1003.190002,239.4350433,"Brady sandy loam, 0 to 1 percent slopes",0.46,66.5899963,20.2700005,13.1400003,0.17,0.17,0.15,28.2299995,82,Cultivated Crops
269,1,3976, ,777603.6766,534273.1365, ,234153600100tree2,2.34E+11,Robert Clark,1833,IN,Kosciusko, ,tree2,Oak,White Oak,W. Oak,Oak,18,14.685264,276.67, , , , , , , , , , , , , , ,East,IN085,5,Re,160908,9.890000343,986.8099976,256.105957,Rensselaer loam,3.0999999,34.1800003,41.2200012,24.6000004,0.25,0.25,0.19,9.1700001,21,"Developed, Open Space"
